	positive_in_degree	positive_out_degree	negative_in_degree	negative_out_degree
73286	0	1	0	0
73287	0	1	0	0
73288	0	1	0	2
73289	0	4	0	0
73290	1	0	0	0
73291	0	3	0	0
73292	0	4	0	0
73293	1	0	0	0
73294	1	0	0	0
73296	0	5	0	0
73297	1	0	0	0
73298	0	2	0	0
73299	0	1	0	0
73300	0	1	0	0
73302	0	1	0	0
73303	0	1	0	1
73304	0	1	0	0
73308	0	1	0	0
73309	0	6	0	0
73310	1	0	0	0
73311	1	0	0	0
73312	0	2	0	1
73313	0	1	0	2
73314	0	4	0	0
73315	1	2	0	1
73316	1	1	0	0
73317	0	1	0	0
73318	1	4	0	0
73319	2	0	0	0
73320	1	2	0	0
73321	0	9	0	0
73322	0	1	0	0
73323	0	1	0	0
73324	0	1	0	0
73325	0	4	0	0
73326	0	1	0	0
73327	0	1	0	2
73328	0	1	0	4
73329	0	2	0	0
73330	0	1	0	0
73333	0	2	0	2
73334	0	5	0	0
73335	0	1	0	0
73337	0	1	0	1
73338	0	2	0	0
73339	1	2	0	0
73340	1	5	0	2
73341	2	1	0	0
73342	0	2	0	0
73343	0	3	0	0
73344	0	2	0	0
73345	0	2	0	0
73346	0	1	0	1
73347	0	1	0	0
73348	0	2	0	1
73350	0	2	0	0
73351	0	2	0	0
73352	1	2	0	0
73353	0	4	0	0
73355	0	2	0	0
73356	0	2	0	0
73357	0	3	0	0
73358	0	2	0	0
73359	0	2	0	2
73360	0	2	0	0
73361	0	2	0	0
73362	0	2	0	1
73363	0	2	0	0
73364	0	2	0	0
73365	0	2	0	0
73366	0	2	0	0
73367	0	3	0	0
73368	0	2	0	1
73369	0	0	1	0
73370	0	3	0	0
73371	1	0	0	0
73372	0	2	0	0
73374	0	2	0	0
73375	0	2	0	1
73376	0	2	0	0
73377	0	2	0	0
73378	0	5	0	0
73379	0	4	0	0
73380	0	2	0	0
73383	0	2	0	1
73384	0	3	0	2
73385	0	0	1	0
73386	0	4	0	0
73387	0	2	0	0
73388	0	2	0	0
73389	0	3	0	0
73390	1	6	0	0
73391	1	3	0	0
76690	1	0	0	0
73392	0	2	0	0
73393	1	2	0	0
73394	0	3	0	0
73398	0	2	0	0
73399	1	0	0	0
73401	0	4	0	0
73402	0	12	0	0
73403	1	0	0	0
73404	1	0	0	0
73405	1	0	0	0
73406	1	0	0	0
73407	1	0	0	0
73408	1	0	0	0
73409	0	2	0	1
73410	0	2	0	0
73411	1	3	0	0
73412	1	1	0	0
73413	0	2	0	0
73414	0	12	0	2
73415	1	0	0	0
73416	1	2	0	0
81195	1	0	0	0
73417	0	2	0	0
73418	0	2	0	0
73419	0	2	0	0
73420	0	2	0	0
73421	0	3	0	3
73422	0	2	0	0
73423	1	2	0	0
73424	0	4	0	0
73426	0	2	0	0
73427	0	2	0	0
73428	0	2	0	0
73429	0	2	0	0
73430	0	3	0	0
73431	0	2	0	0
73433	0	2	0	0
73434	0	3	0	0
73435	0	5	0	0
73436	0	5	0	0
73437	1	0	0	0
73439	0	2	0	0
73440	0	2	0	1
78326	1	1	0	0
73442	0	3	0	0
73443	1	3	0	0
73444	1	1	0	0
73445	1	3	0	0
73446	1	1	0	0
73447	0	4	1	2
73448	1	0	0	0
73449	0	0	1	1
73450	0	3	0	0
73451	0	2	0	0
73452	0	2	0	0
73453	0	3	0	0
73454	2	0	0	0
73455	0	2	0	0
73456	0	2	0	0
73457	1	3	0	0
73458	1	1	0	0
73459	0	2	0	1
73460	0	2	0	0
73461	0	5	0	0
73462	1	0	0	0
73463	0	2	0	0
73464	0	2	0	0
73465	0	3	0	0
73466	0	3	0	0
73467	0	2	0	0
73468	0	2	0	0
73469	0	2	0	0
73470	0	2	0	0
73471	0	2	0	0
73472	0	2	0	0
73473	0	2	0	0
73474	0	2	0	0
73475	0	3	0	0
73476	1	0	0	0
73477	0	2	0	0
73478	0	2	0	0
73479	0	2	0	0
73480	0	2	0	0
73481	0	6	0	2
73482	1	0	0	0
73483	0	2	0	0
73484	0	2	0	0
73485	0	2	0	0
73486	0	3	0	0
73487	0	2	0	0
73488	0	2	0	0
73489	0	2	0	2
73490	1	4	0	1
73491	1	1	0	0
73492	1	4	0	0
73493	1	2	0	0
73494	0	2	0	0
73495	0	3	0	0
73496	0	2	0	0
73497	0	2	0	0
73498	0	2	0	0
73499	0	2	0	0
73500	0	3	0	0
73502	0	2	0	0
73503	0	2	0	1
73504	0	2	0	0
73505	0	2	0	0
73506	0	2	0	0
73507	0	2	0	0
73508	0	2	0	0
73509	0	2	0	0
73510	0	2	0	0
73511	0	2	0	0
73512	0	3	0	0
73513	1	2	0	0
73514	0	2	0	0
73515	0	2	0	0
73516	1	2	0	0
73517	0	2	0	0
73518	0	2	0	0
73519	0	2	0	0
73520	0	2	0	0
73521	0	2	0	0
73522	0	2	0	0
73524	0	1	0	0
73525	0	1	0	0
73526	0	2	0	0
73527	0	3	0	0
73528	0	2	0	0
73530	0	1	0	0
73531	0	1	0	0
73532	0	4	0	0
73533	0	2	0	0
73535	1	4	0	0
73536	1	0	0	0
73537	0	1	0	0
73538	0	3	0	0
73539	1	0	0	0
73540	0	3	0	0
73541	0	3	0	2
73546	0	1	0	0
73547	0	1	0	0
73549	0	4	0	0
73550	1	2	0	0
73551	0	1	0	0
73556	0	2	0	0
73557	0	1	0	0
73558	0	2	0	0
73559	0	1	0	0
73560	0	1	0	0
73561	0	2	0	0
73562	0	1	0	0
73565	0	1	0	0
73566	0	4	0	0
73567	0	1	0	0
73568	0	1	0	0
73582	0	5	0	0
73583	0	2	0	0
73584	0	2	0	0
73585	0	3	0	0
73586	0	2	0	0
73587	0	2	0	0
73588	0	3	0	0
73589	0	2	0	0
73590	0	2	0	0
73591	0	1	0	0
73592	0	1	0	0
73593	0	3	0	5
73594	0	1	0	1
73595	0	2	0	0
81204	2	1	0	0
81205	1	2	0	0
81206	1	1	0	0
81207	1	1	0	0
81208	1	0	0	0
73598	0	1	0	0
73600	0	1	0	0
73601	0	2	0	0
73602	0	1	0	0
73603	0	2	0	0
73604	0	3	0	1
73605	1	0	0	0
73606	0	1	0	0
73607	0	1	0	0
73608	0	2	0	0
73609	0	2	0	0
73610	0	2	0	0
73611	0	1	0	0
73613	0	6	0	0
73614	0	1	0	0
73615	0	1	0	0
73616	0	6	0	3
73618	0	4	0	0
73619	1	0	0	0
73620	0	1	0	0
73621	0	4	0	0
73622	0	1	0	0
73623	0	1	0	0
73624	0	4	0	0
73625	1	0	0	0
73626	1	0	0	0
73627	1	0	0	0
73628	0	3	0	1
73629	1	0	0	0
73630	0	4	0	5
73631	1	1	0	0
73632	1	0	0	0
73633	0	1	0	0
73634	0	2	0	2
73635	0	1	0	0
73636	0	5	0	0
73637	1	0	0	0
73638	1	0	0	0
73639	0	2	0	0
73640	0	6	0	0
73641	0	1	0	0
73642	0	1	0	0
73643	0	5	0	2
73644	0	3	0	0
73645	0	2	0	0
73646	0	1	0	0
73647	0	3	0	0
73650	0	1	0	0
73651	0	2	0	0
73652	0	5	0	1
73653	2	0	0	0
73654	0	1	0	0
73655	0	1	0	0
73656	0	1	0	0
73659	0	1	0	0
73660	0	4	0	0
73661	0	2	0	0
73662	0	6	0	2
73663	1	0	0	0
73664	0	2	0	0
73665	1	0	0	0
73668	0	1	0	0
73669	0	2	0	0
73670	0	3	0	0
73671	1	0	0	0
73672	0	1	0	0
73673	0	1	0	0
73674	0	3	0	0
73675	0	1	0	0
73676	0	1	0	0
73677	0	4	0	0
73681	0	1	0	0
73682	0	12	0	1
73683	1	0	0	0
73684	1	0	0	0
73685	1	0	0	0
73686	0	0	1	0
73687	0	6	0	0
73688	0	1	0	0
73689	0	1	0	0
73690	0	1	0	0
73693	0	1	0	0
73694	1	10	0	3
73695	1	0	0	0
73696	1	0	0	0
73697	1	1	0	0
73698	0	4	0	0
73699	0	1	0	0
73700	0	1	0	0
73701	0	1	0	0
73702	0	1	0	0
81214	1	0	0	0
73708	0	2	0	0
73709	0	1	0	0
73710	0	2	0	0
73711	0	2	0	0
73712	0	1	0	0
73715	0	2	0	0
73716	0	2	0	0
73717	0	2	0	0
73718	0	2	0	0
73719	0	2	0	0
73720	0	2	0	0
73721	0	2	0	0
73722	0	2	0	0
73723	0	2	0	0
73724	0	2	0	0
73725	0	2	0	1
73726	0	2	0	0
73727	0	3	0	3
73729	0	3	0	0
73730	0	2	0	0
73731	0	2	0	0
73732	0	2	0	0
73733	0	2	0	0
73734	0	3	0	0
73735	1	3	0	0
73736	1	1	0	0
73737	0	2	0	0
73738	0	2	0	0
73739	0	2	0	0
73740	0	2	0	0
73741	0	2	0	0
73742	0	2	0	0
73743	0	2	0	0
73744	0	2	0	0
73745	1	3	0	0
73746	1	3	0	0
75134	1	0	0	0
73747	0	2	0	2
73748	0	2	0	0
73750	0	2	0	1
73751	0	1	0	0
73752	0	1	0	0
81216	1	1	0	0
73755	0	4	0	0
73756	0	1	0	0
73757	0	2	0	0
73758	0	3	0	0
73759	0	5	0	0
73760	0	2	0	0
73761	0	6	0	0
73764	0	1	0	0
73765	0	5	0	0
73767	0	1	0	0
73768	0	1	0	0
73769	0	1	0	0
73770	0	10	0	0
73771	0	2	0	0
73774	0	1	0	0
73777	0	1	0	0
73778	0	1	0	1
73779	0	6	0	0
73780	1	0	0	0
73781	0	2	0	0
73782	0	2	0	0
73783	0	5	0	2
73784	0	2	0	0
73785	0	2	0	0
73788	0	3	0	0
73789	0	1	0	1
73790	0	0	1	0
73792	0	1	0	0
73793	0	1	0	0
73795	0	1	0	0
73797	0	5	0	0
73798	1	0	0	0
73799	1	0	0	0
73801	0	3	0	0
73802	1	1	0	0
73803	1	0	0	0
81230	1	1	0	0
73805	0	3	0	1
73806	0	1	0	0
73807	0	2	0	0
73808	0	2	0	0
73810	0	1	0	0
73811	0	1	0	0
73812	0	1	0	0
73814	0	3	0	0
73815	0	1	0	0
73819	0	3	0	0
73820	0	3	0	0
73822	0	1	0	0
73823	0	6	0	1
73824	0	1	0	0
73825	0	1	0	0
73826	0	2	0	0
73827	0	1	0	0
73828	0	4	0	1
73829	0	6	0	0
73830	1	0	0	0
73831	0	2	0	0
73832	0	2	0	2
73833	0	1	0	0
73834	0	1	0	0
73835	0	1	0	0
73836	0	2	0	0
73840	0	1	0	0
73841	0	1	0	0
73842	0	2	0	0
73843	0	1	0	0
73844	0	1	0	1
73846	0	1	0	0
73847	0	1	0	0
73849	0	1	0	2
73852	0	1	0	0
73853	0	1	0	0
73854	0	3	0	0
73855	0	1	0	0
73856	0	1	0	0
73859	0	1	0	0
73861	0	1	0	0
73862	0	1	0	0
73864	0	1	0	0
73865	0	1	0	0
73866	0	2	0	0
73868	0	5	0	0
73869	0	1	0	1
73872	0	4	0	1
73873	0	1	1	0
81239	2	0	0	0
81240	1	2	0	0
73875	0	1	0	0
73876	0	2	0	0
81241	2	1	0	0
73880	0	2	0	0
73882	0	3	0	0
73883	1	0	0	0
73884	0	4	0	0
73885	0	1	0	0
73886	0	2	0	0
73887	0	1	0	0
73888	0	4	0	0
73889	1	0	0	0
73890	1	0	0	0
73891	1	0	0	0
73892	0	1	0	0
73893	0	5	0	0
73894	1	0	0	0
73895	0	1	0	0
73896	0	1	0	0
73898	1	0	0	0
73899	1	2	0	0
73900	0	1	0	0
73901	0	2	0	0
73902	0	2	0	1
73912	0	5	0	0
73913	0	1	0	0
73919	0	1	0	0
73920	0	1	0	0
73921	0	1	0	0
73922	0	1	0	0
73923	0	1	0	0
73924	0	1	0	0
73925	0	1	0	0
73926	0	1	0	0
73927	0	2	0	0
73928	0	3	0	0
73929	0	1	0	0
73930	0	1	0	0
73931	0	1	0	0
73932	0	1	0	0
73933	0	1	0	0
73934	0	2	0	0
73936	0	3	0	0
73937	1	0	0	0
73938	1	0	0	0
73946	0	1	0	0
73947	0	1	0	0
73954	0	1	0	0
73955	0	1	0	0
73957	0	1	0	0
73958	0	1	0	0
73959	0	1	0	0
73962	0	1	0	0
81253	1	0	0	0
73964	0	1	0	0
73968	0	2	0	0
73970	0	1	0	0
73971	0	1	0	0
73976	0	2	0	1
73977	1	0	0	0
73978	0	1	0	0
73979	0	1	0	0
73982	0	1	0	0
73983	0	2	0	0
73984	1	0	0	0
73987	0	1	0	0
73988	0	1	0	0
73989	0	1	0	1
73991	0	1	0	0
73992	0	11	0	2
73993	2	0	0	0
73994	1	0	0	0
73995	0	3	0	0
74001	1	3	0	0
74002	1	1	0	0
74003	0	1	0	0
74004	0	2	0	0
74005	0	4	0	0
74006	0	7	0	0
74007	0	2	0	0
74008	0	2	0	0
74009	0	2	0	0
74010	0	1	0	0
74011	0	1	0	0
74013	0	1	0	0
74014	0	1	0	0
74015	0	1	0	0
74016	0	2	0	0
74017	0	1	0	0
74018	0	1	0	0
74019	0	3	0	0
74020	2	0	0	0
74021	0	3	0	0
74022	1	1	0	0
74023	2	0	0	0
74024	0	2	0	0
74026	0	2	0	1
74027	1	0	0	0
74028	0	1	0	0
74029	0	1	0	0
74030	0	9	0	2
74032	0	1	0	0
74033	0	2	0	0
74034	1	0	0	0
74036	0	1	0	0
74037	0	3	0	0
74038	0	1	0	0
74039	0	1	0	0
74040	0	1	0	0
74041	0	1	0	0
74042	0	1	0	0
74043	0	1	0	0
74044	0	1	0	0
74045	1	6	0	0
74046	1	5	0	0
74047	2	0	0	0
74048	2	0	0	0
80829	1	0	0	0
74049	0	1	0	0
74050	0	1	0	0
74051	0	1	0	0
74052	0	4	0	0
74053	0	1	0	0
74054	0	1	0	0
74055	0	1	0	3
74056	0	1	0	0
74057	0	5	0	0
74058	0	1	0	0
74059	0	4	0	3
74060	0	1	0	0
74061	0	5	0	0
74062	0	1	0	0
74064	0	2	0	0
74065	0	1	0	0
74066	0	5	0	1
74067	1	0	0	0
74068	0	4	0	9
74069	1	0	0	0
74070	0	1	0	0
74071	0	1	0	0
74072	0	4	0	1
74073	0	2	0	1
74074	0	3	0	0
74075	0	6	0	0
74076	0	1	0	0
74077	0	1	0	0
74078	0	2	0	0
74079	1	0	0	0
74080	0	1	0	0
74081	0	1	0	0
74083	0	2	0	0
74084	1	0	0	0
74085	0	1	0	0
74086	0	2	0	0
74087	0	1	0	0
74088	0	1	0	0
74089	0	1	0	0
74092	0	1	0	0
74093	0	1	0	4
81265	1	2	0	0
74096	0	2	0	0
74097	0	2	0	0
74098	0	2	0	0
74099	0	10	0	3
74100	1	0	0	0
74101	1	0	0	0
74104	0	1	0	0
74105	0	1	0	0
74108	0	1	0	0
74109	0	1	0	0
74110	0	4	0	1
74111	0	2	0	0
74112	0	2	0	1
74113	0	0	1	0
74114	0	5	0	0
74115	1	1	0	0
74116	0	1	0	0
74118	0	1	0	0
74119	0	1	0	0
74120	0	2	0	0
74121	0	1	0	0
74122	0	1	0	0
74123	0	1	0	1
74124	0	1	0	0
81268	1	0	0	0
74129	0	1	0	0
74130	0	1	0	0
74132	0	6	0	0
74133	0	1	0	0
74134	0	2	0	0
74135	0	2	0	0
74136	0	2	0	0
74137	0	1	0	0
74138	0	1	0	0
74139	0	1	0	0
74140	0	2	0	0
74141	0	4	0	0
74142	0	1	0	3
74144	0	3	0	0
74145	0	4	0	0
74146	0	1	0	0
74147	0	1	0	0
74148	0	1	0	0
74149	0	1	0	1
74150	0	1	0	0
74151	0	6	0	0
74152	0	5	0	2
74153	0	4	0	0
74154	0	3	0	0
74155	1	0	0	0
74156	0	2	0	0
74157	0	1	0	0
74158	0	2	0	3
74159	0	2	0	0
74161	0	5	0	0
74162	0	1	0	0
74163	1	4	0	0
74164	1	2	0	0
74165	2	0	0	0
74166	0	4	0	0
74167	1	1	0	0
74169	0	1	0	0
74170	0	2	0	1
74171	0	1	0	0
74172	0	2	0	0
74173	0	3	0	3
74174	0	1	0	1
74175	0	1	0	0
74176	0	2	0	0
74178	0	2	0	0
74179	0	2	0	0
74180	0	2	0	0
74181	0	2	0	0
74182	0	2	0	0
74183	0	3	0	0
74184	0	5	0	0
74185	0	1	0	0
74186	0	2	0	2
74188	0	1	0	0
74190	0	1	0	0
81275	1	1	0	0
74193	0	1	0	0
74194	0	4	0	0
74195	0	1	0	0
74196	0	2	0	0
74197	0	1	0	0
74198	0	1	0	0
74199	0	1	0	0
74200	1	2	0	0
74201	0	2	0	0
74202	1	4	0	0
74203	1	2	0	0
74204	2	0	0	0
74206	0	4	0	0
74207	0	4	0	0
74208	0	2	0	0
74209	0	2	0	0
74210	0	2	0	0
76389	1	3	0	0
74213	0	2	0	0
74214	0	3	0	0
74215	0	3	0	0
74216	0	9	0	0
74217	0	2	0	0
74218	0	1	0	0
74219	0	1	0	0
74220	0	4	0	0
74221	0	1	0	0
74228	0	2	0	0
74229	0	4	0	0
74230	0	2	0	1
74231	0	1	0	0
74232	0	1	0	0
74233	0	1	0	0
74235	0	1	0	0
74236	0	3	0	2
74237	0	2	0	0
74238	1	0	0	0
74239	0	1	0	0
74240	0	1	0	0
74241	0	2	0	0
74242	0	2	0	0
74243	0	2	0	0
74244	0	1	0	0
74245	0	1	0	0
74246	0	1	0	0
74249	0	2	0	0
74250	0	1	0	0
74251	0	1	0	0
74252	0	4	0	4
74253	0	0	1	0
74254	0	1	0	1
74255	0	1	0	0
74256	0	8	0	0
74257	1	0	0	0
74260	0	4	0	0
74261	1	0	0	0
74263	0	1	0	0
74269	0	1	0	0
74270	0	1	0	0
74271	0	1	0	0
74273	0	6	0	0
74274	0	1	0	0
74275	0	2	0	1
74276	0	2	0	0
74277	1	0	0	0
74278	0	1	0	0
74279	0	1	0	0
74280	0	1	0	0
74281	0	1	0	0
74282	0	4	0	0
74283	0	1	0	0
74284	0	1	0	0
74285	1	3	0	0
74286	1	2	0	0
74287	2	1	0	0
74288	0	7	0	0
74289	0	10	0	0
74290	0	1	0	0
74291	1	3	0	1
74292	1	1	0	0
74293	0	1	0	0
74294	0	1	0	2
74298	0	3	0	0
74299	0	1	0	0
74300	0	1	0	0
74301	0	1	0	0
74303	0	2	0	0
74305	0	2	0	1
74307	0	1	0	0
74308	0	10	0	1
74309	1	0	0	0
74312	0	2	0	1
74314	0	2	0	1
74315	0	2	0	2
74318	0	1	0	1
74319	0	1	0	0
74320	0	2	0	0
74321	0	1	0	0
74322	0	1	0	0
74323	0	1	0	0
74324	0	1	0	0
74325	0	1	0	0
74327	0	2	0	0
74328	0	2	0	0
74329	0	2	0	0
74330	0	1	0	0
81284	1	0	0	0
74335	0	1	0	0
74336	0	1	0	0
74337	0	2	0	0
74338	1	0	0	0
81285	1	0	0	0
74340	0	1	0	0
74341	0	3	0	0
74342	1	0	0	0
74343	0	1	0	0
74344	0	1	0	0
74345	0	1	0	0
74346	0	1	0	0
74347	0	1	0	0
74348	0	1	0	0
74349	0	1	0	0
74350	0	1	0	0
74351	0	1	0	0
74352	0	1	0	0
74353	0	1	0	0
74354	0	1	0	0
74355	0	1	0	0
74357	0	3	0	1
74358	0	1	0	0
74359	0	1	0	0
74364	0	1	0	0
74367	0	1	0	0
74373	0	2	0	0
74374	0	1	0	0
74375	0	1	0	0
81292	1	0	0	0
74377	0	4	0	0
74378	1	0	0	0
81293	1	0	0	0
81294	1	0	0	0
74382	0	2	0	0
74383	0	2	0	0
74384	0	2	0	0
74385	0	1	0	0
74386	0	1	0	0
74387	0	1	0	0
74390	0	1	0	0
74392	0	1	0	0
74393	0	2	0	0
74394	0	3	0	0
74400	0	2	0	0
74404	1	0	0	0
74405	2	0	0	0
74406	0	1	0	0
74407	0	1	0	0
74411	0	6	0	0
74412	1	0	0	0
74413	1	0	0	0
74414	1	0	0	0
74415	1	0	0	0
74418	1	0	0	0
74420	0	1	0	0
74421	0	1	0	0
74422	0	1	0	0
81310	1	0	0	0
81311	0	0	1	0
81312	0	0	1	0
74434	0	5	0	2
74435	0	1	0	0
74437	0	1	0	0
74438	0	1	0	0
74439	0	1	0	0
74440	0	2	0	0
74441	0	2	0	0
74444	0	2	0	0
74445	0	2	0	0
74446	0	2	0	0
74447	0	1	0	0
74450	0	2	0	0
74451	0	2	0	0
74452	0	3	0	0
74453	1	0	0	0
74455	0	1	0	0
74456	0	2	0	0
74457	0	2	0	0
74458	0	2	0	0
74461	0	4	0	0
74462	1	0	0	0
74463	0	1	0	0
74464	0	1	0	0
74469	0	2	0	0
74470	0	1	0	1
74471	0	1	0	0
74472	0	3	0	0
74473	0	1	0	0
74474	0	1	0	0
74475	0	4	0	0
74476	1	0	0	0
74477	1	0	0	0
74478	0	3	0	0
74484	0	1	0	0
74485	0	3	0	0
74486	0	1	0	2
74487	0	3	0	0
74488	0	1	0	0
74489	0	3	0	0
74490	0	3	0	2
74491	0	1	1	4
74492	0	2	1	2
74493	0	0	1	0
78801	1	0	0	0
78802	0	0	1	0
74494	0	1	0	0
74495	1	4	0	0
74496	1	1	0	0
74497	0	3	0	0
74498	0	1	0	0
74499	0	6	0	0
74500	1	0	0	0
74501	1	0	0	0
74502	1	0	0	0
74506	0	3	0	0
74507	0	4	0	0
74508	0	1	0	1
74509	0	1	0	0
74510	1	1	0	0
81324	1	0	0	0
74513	0	2	0	0
74518	0	2	0	0
74519	0	1	0	0
74520	0	1	0	0
74521	0	1	0	1
74522	0	2	0	0
74523	1	0	0	0
74524	0	2	0	1
74525	1	1	0	0
74526	0	1	0	1
74527	0	1	0	1
74528	0	2	0	0
77122	1	0	0	0
74530	0	1	0	0
74531	0	2	0	0
74532	0	3	0	0
74536	0	1	0	0
74537	0	1	0	0
74540	0	1	0	0
74541	0	1	0	0
74542	0	1	0	0
74543	0	3	0	0
74544	0	1	0	0
74545	0	1	0	2
74546	0	1	0	0
74547	0	1	0	0
74548	0	2	0	0
74549	1	6	0	2
74550	1	0	0	0
74551	0	6	0	0
74552	0	1	0	0
74553	0	1	0	0
74554	0	3	0	0
74555	1	1	0	0
74556	0	1	0	0
74557	0	1	0	0
74558	0	4	0	0
74559	1	0	0	0
74560	1	0	0	0
74561	0	1	0	0
74562	0	3	0	0
74563	0	2	0	1
74564	0	9	0	0
74565	1	0	0	0
74566	0	3	0	0
74567	1	0	0	0
74568	0	1	0	0
74569	0	1	0	0
74570	0	1	0	0
74571	0	1	0	0
74573	0	2	0	0
74575	0	3	0	0
74576	0	1	0	0
74578	0	2	0	0
74579	1	0	0	0
74580	0	1	0	0
74581	0	1	0	0
74584	1	1	0	0
74585	0	1	0	0
74586	0	1	0	0
74588	0	4	0	0
74591	0	1	0	0
74592	0	1	0	0
74593	0	1	0	1
74594	0	1	0	2
74595	0	5	0	0
74596	0	2	0	0
74599	0	2	0	0
74600	0	1	0	0
74601	0	1	0	0
74602	0	1	0	0
74605	0	1	0	0
74608	0	1	0	0
74609	0	2	0	0
74610	0	1	0	0
74612	0	1	0	0
74613	0	2	0	0
74614	0	1	0	0
74615	0	1	0	0
74616	0	4	0	0
74617	0	3	0	0
74621	0	1	0	0
74622	0	4	0	4
74635	0	1	0	0
74637	0	2	0	0
74638	0	2	0	0
74639	0	3	0	0
74640	0	1	0	0
74641	0	1	0	0
74642	0	1	0	0
74643	0	1	0	0
74644	0	2	0	0
74645	0	2	0	0
74646	0	2	0	0
74647	0	2	0	1
74648	1	3	0	0
74649	0	3	0	0
74650	0	2	0	0
74651	1	3	0	0
74652	1	1	0	0
74653	0	2	0	0
74654	0	2	0	0
74655	0	2	0	0
74656	1	2	0	0
74657	0	2	0	0
74658	0	2	0	1
74659	0	2	0	0
74661	0	1	0	0
74662	0	1	0	0
74663	0	1	0	0
74664	0	1	0	0
74665	0	4	0	0
74666	1	0	0	0
74667	0	5	0	0
74668	1	0	0	0
74669	0	8	0	0
74670	0	2	0	0
74671	0	2	0	0
74672	1	0	0	0
74676	0	6	0	0
74677	0	1	0	1
74678	0	0	1	0
74681	0	1	0	0
81345	1	0	0	0
81346	1	0	0	0
74686	0	2	0	0
74687	0	1	0	0
74688	0	1	0	0
74689	0	1	0	0
74690	0	1	0	0
74691	0	4	0	0
74692	0	1	0	0
74693	0	1	0	0
74694	0	1	0	0
74695	0	1	0	0
74696	0	2	0	1
74697	1	0	0	0
74698	0	1	0	0
74699	0	3	0	0
74700	0	1	0	0
74701	0	2	0	1
74702	0	2	0	0
74703	0	3	0	0
74706	0	2	0	0
74707	0	7	0	0
74708	1	0	0	0
74709	1	3	0	0
74710	1	1	0	0
74711	0	3	0	1
74712	0	1	0	0
74713	0	1	0	0
74714	0	1	0	0
74716	0	2	0	2
74717	1	0	0	0
74718	0	1	0	0
74719	0	1	0	0
74720	0	1	0	0
74721	0	1	0	0
74725	0	1	0	0
74726	0	3	0	0
74727	1	0	0	0
74728	1	0	0	0
74729	0	1	0	0
74730	0	1	0	0
74731	0	1	0	1
74732	1	4	0	0
74733	1	1	0	0
74734	0	5	0	0
74735	1	0	0	0
74736	1	0	0	0
74737	1	0	0	0
74738	0	1	0	0
74739	0	2	0	0
74742	0	1	0	0
74743	0	3	0	0
74744	0	1	0	0
74745	0	1	0	0
74746	0	1	0	0
74747	0	1	0	0
74748	0	1	0	0
74749	0	1	0	0
74750	0	1	0	0
74751	0	1	0	0
74752	0	2	0	0
74753	0	1	0	0
74754	0	1	0	1
74755	0	1	0	0
74756	0	2	0	0
74757	1	3	0	0
74758	0	1	0	0
74759	0	1	0	0
74760	0	1	0	0
74761	0	1	0	0
74762	0	1	0	0
74763	0	1	0	0
74764	0	2	0	0
74765	1	0	0	0
74766	0	1	0	0
74767	0	1	0	0
74768	0	1	0	0
74769	0	3	0	0
74770	1	0	0	0
74771	0	2	0	0
74772	0	1	0	0
74773	0	1	0	0
74774	0	1	0	0
74775	0	1	0	0
74776	0	1	0	0
74777	0	11	0	2
74778	1	0	0	0
74779	0	4	0	0
74783	0	1	0	0
74785	0	2	0	0
74786	0	2	0	0
74787	0	1	0	0
74788	1	3	0	0
74790	1	0	0	0
74791	0	8	0	0
74792	0	1	0	0
74793	0	1	0	0
74794	0	1	0	0
74795	0	1	0	0
74796	0	2	0	0
74797	0	1	0	0
74798	0	1	0	0
74799	0	1	0	0
74800	0	2	0	0
74801	0	1	0	0
74802	0	1	0	1
74803	0	1	0	0
74804	0	3	0	0
74806	0	1	0	0
74809	0	2	0	5
74810	0	3	0	0
74811	0	7	0	0
74812	0	3	0	0
74813	0	1	0	0
74814	0	2	0	1
74816	0	1	0	0
74817	0	2	0	0
74818	0	3	0	0
74819	0	2	0	0
74821	0	1	0	0
74822	0	1	0	0
81364	1	2	0	0
74826	0	4	0	0
74827	0	1	0	0
74828	0	1	0	0
74830	0	3	0	0
74831	0	1	0	0
74832	0	2	0	0
74833	0	2	0	0
74834	0	2	0	0
74835	0	2	0	1
74836	0	3	0	0
74837	0	1	0	0
74838	0	1	0	0
74839	0	1	0	0
74840	0	3	0	0
74841	0	3	0	0
74842	1	0	0	0
74843	0	1	0	0
74844	0	1	0	0
74845	0	2	0	0
74846	1	1	0	0
74847	0	3	0	0
74848	0	4	0	0
74849	0	1	0	0
74851	1	1	0	0
74852	2	0	0	0
74853	2	0	0	0
74854	0	1	0	0
74855	0	3	0	0
74856	0	2	0	1
74857	0	1	0	0
74858	0	2	0	0
74861	0	1	0	0
74864	0	1	0	0
74865	0	4	0	1
74866	0	1	0	0
81367	1	0	0	0
74868	0	1	0	0
74869	0	2	0	0
74870	0	3	0	0
74871	0	2	0	0
74874	0	2	0	0
74875	1	1	0	0
74876	0	2	0	0
74877	0	12	0	5
74878	0	2	0	0
74879	0	1	0	0
74880	0	1	0	0
74881	0	2	0	0
74882	0	1	0	0
74883	0	7	0	0
74886	0	2	0	0
74887	0	5	0	0
74888	1	0	0	0
74890	0	6	0	1
74891	1	0	0	0
74892	1	0	0	0
74893	1	0	0	0
74894	0	1	0	0
74895	0	3	0	0
74896	0	3	0	0
74897	0	1	0	0
74898	0	1	0	0
74900	0	1	0	0
